,occupancyRate,occupancyRate(max),visits,visits(max),visitLength,visitLength(max),visitIncome,visitIncome(max),visitNightRate,visitNightRate(max),occupiedDays,occupiedDays(max),availableDays,availableDays(max),occupiedListings,availableListings,month,InterZone,ListingOpenCalendar_over0,ListingOpenCalendar_over60,ListingOpenCalendar_over90,ListingOpenCalendar_over120,totalListings_observed
0,0.1766666666666667,0.56,1.75,5.0,2.7142857142857144,7.0,358.1428571428572,1000.0,131.94736842105263,200.0,4.75,14.0,27.625,30.0,4.0,8.0,2021-06,S02001576,10,8,8,8,31
1,0.3775641025641025,0.8666666666666667,4.625,11.0,2.135135135135135,9.0,444.44401544401546,1800.0,208.15732368896929,1160.0,9.875,19.0,28.0,31.0,7.0,8.0,2021-07,S02001576,11,9,9,7,31
2,0.438508064516129,0.9032258064516128,4.125,13.0,2.8484848484848486,11.0,605.4242424242424,8120.0,212.54255319148936,1160.0,11.75,28.0,22.375,31.0,6.0,8.0,2021-08,S02001576,11,10,9,9,31
3,0.1666666666666666,0.6666666666666666,1.875,6.0,2.6666666666666665,6.0,275.46666666666664,700.0,103.3,212.0,5.0,20.0,26.875,30.0,4.0,8.0,2021-09,S02001576,10,8,7,7,31
4,0.1612903225806451,0.5806451612903226,1.125,3.0,4.444444444444445,10.0,940.5555555555557,4640.0,211.625,1160.0,5.0,18.0,30.375,31.0,4.0,8.0,2021-10,S02001576,10,7,7,7,31
5,0.1124999999999999,0.6666666666666666,0.875,5.0,3.857142857142857,12.0,713.5714285714286,2400.0,185.0,200.0,3.375,20.0,25.875,30.0,2.0,8.0,2021-11,S02001576,9,7,7,6,31
6,0.0875576036866359,0.3548387096774194,1.2857142857142858,5.0,2.111111111111111,5.0,372.22222222222223,1000.0,176.31578947368422,200.0,2.7142857142857144,11.0,30.0,31.0,2.0,7.0,2021-12,S02001576,9,8,8,8,31
7,0.1244239631336405,0.8709677419354839,1.0,7.0,3.857142857142857,14.0,771.4285714285714,2800.0,200.0,200.0,3.857142857142857,27.0,30.857142857142858,31.0,1.0,7.0,2022-01,S02001576,9,8,8,7,31
8,0.0178571428571428,0.1428571428571428,0.375,3.0,1.3333333333333333,2.0,266.6666666666667,400.0,200.0,200.0,0.5,4.0,26.875,28.0,1.0,8.0,2022-02,S02001576,10,8,8,8,31
9,0.125,1.0,0.25,2.0,15.5,26.0,3100.0,5200.0,200.0,200.0,3.875,31.0,31.0,31.0,1.0,8.0,2022-03,S02001576,10,10,7,6,31
10,0.1198717948717948,0.6923076923076923,0.75,3.0,2.833333333333333,5.0,358.9444444444445,1000.0,126.68627450980394,200.0,2.125,9.0,25.25,30.0,2.0,8.0,2022-04,S02001576,10,10,8,6,31
11,0.1152073732718893,0.8064516129032258,0.5714285714285714,4.0,6.25,10.0,1250.0,2000.0,200.0,200.0,3.571428571428572,25.0,31.0,31.0,1.0,7.0,2022-05,S02001576,10,10,8,8,31
12,0.1416666666666666,0.625,1.2857142857142858,3.0,2.888888888888889,7.0,462.8333333333333,1400.0,160.21153846153845,200.0,3.7142857142857135,15.0,27.857142857142858,30.0,4.0,7.0,2022-06,S02001576,10,9,7,6,31
13,0.2111111111111111,0.6333333333333333,4.666666666666667,14.0,1.3571428571428572,5.0,271.42857142857144,1000.0,200.0,200.0,6.333333333333333,19.0,30.0,30.0,1.0,3.0,2021-06,S02001577,3,2,1,1,14
14,0.0669599217986314,0.1363636363636363,0.6666666666666666,1.0,2.5,3.0,288.0,400.0,115.2,200.0,1.6666666666666667,3.0,28.0,31.0,2.0,3.0,2021-07,S02001577,3,1,1,1,14
15,0.2688172043010752,0.4516129032258064,2.25,4.0,3.2222222222222223,9.0,312.44444444444446,579.0,96.96551724137932,200.0,7.25,14.0,27.75,31.0,4.0,4.0,2021-08,S02001577,4,2,1,1,14
16,0.1916666666666666,0.4,1.75,4.0,3.2857142857142856,12.0,343.42857142857144,764.0,104.52173913043478,200.0,5.75,12.0,30.0,30.0,3.0,4.0,2021-09,S02001577,4,4,2,2,14
17,0.2338709677419354,0.5483870967741935,1.25,3.0,5.2,17.0,509.0,1105.0,97.8846153846154,200.0,7.25,17.0,31.0,31.0,4.0,4.0,2021-10,S02001577,4,4,4,4,14
18,0.3,0.4666666666666667,1.75,3.0,3.857142857142857,9.0,294.0476190476191,546.0,76.23456790123457,125.0,9.0,14.0,30.0,30.0,4.0,4.0,2021-11,S02001577,4,4,2,2,14
19,0.2419354838709677,0.4193548387096774,2.75,4.0,2.727272727272727,5.0,245.2121212121212,400.0,89.9111111111111,200.0,7.5,13.0,31.0,31.0,4.0,4.0,2021-12,S02001577,3,2,1,1,14
20,0.25,0.935483870967742,2.5,9.0,3.1,11.0,413.0,1595.0,133.2258064516129,150.0,7.75,29.0,31.0,31.0,2.0,4.0,2022-01,S02001577,3,2,1,1,14
21,0.3035714285714286,0.9642857142857144,0.5,2.0,3.5,5.0,446.5,635.0,127.57142857142856,129.0,8.5,27.0,28.0,28.0,2.0,4.0,2022-02,S02001577,3,2,1,1,14
22,0.1532258064516129,0.6129032258064516,0.75,3.0,6.333333333333333,13.0,412.2380952380951,846.7142857142854,65.09022556390978,65.14285714285714,4.75,19.0,31.0,31.0,1.0,4.0,2022-03,S02001577,3,2,1,1,14
23,0.0416666666666666,0.1666666666666666,1.0,4.0,1.25,2.0,77.5,120.0,62.0,65.0,1.25,5.0,27.0,30.0,1.0,4.0,2022-04,S02001577,2,2,1,1,14
24,0.1538978494623656,0.5833333333333334,0.75,2.0,2.6666666666666665,4.0,177.33333333333334,272.0,66.5,70.0,2.0,7.0,18.75,31.0,2.0,4.0,2022-05,S02001577,3,1,1,1,14
25,0.2166666666666666,0.4333333333333333,2.0,4.0,3.25,4.0,230.25,320.0,70.84615384615384,80.0,6.5,13.0,24.0,30.0,1.0,2.0,2022-06,S02001577,3,1,1,1,14
26,0.3222222222222222,0.6666666666666666,2.0,3.0,4.833333333333333,11.0,536.0,1375.0,110.89655172413794,127.0,9.666666666666666,20.0,24.666666666666668,30.0,2.0,3.0,2021-06,S02001578,2,2,1,1,16
27,0.1666666666666666,0.5,0.6666666666666666,2.0,7.5,10.0,996.5,1350.0,132.86666666666667,135.0,5.0,15.0,30.0,31.0,1.0,3.0,2021-07,S02001578,3,1,1,1,16
28,0.1222222222222221,0.3666666666666666,1.6666666666666667,5.0,2.2,6.0,341.4,852.0,155.1818181818182,175.0,3.6666666666666665,11.0,30.0,31.0,1.0,3.0,2021-08,S02001578,2,1,1,1,16
29,0.1239935587761674,0.2608695652173913,1.0,2.0,3.0,6.0,298.3333333333333,540.0,99.44444444444444,125.0,3.0,6.0,26.666666666666668,30.0,2.0,3.0,2021-09,S02001578,1,1,1,1,16
30,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,2.0,2021-10,S02001578,2,1,1,1,16
31,0.0238095238095237,0.0714285714285714,0.6666666666666666,2.0,1.0,1.0,119.0,119.0,119.0,119.0,0.6666666666666666,2.0,20.666666666666668,30.0,1.0,3.0,2021-11,S02001578,2,1,1,1,16
32,0.125,0.25,1.0,2.0,3.0,3.0,237.0,237.0,79.0,79.0,3.0,6.0,27.5,31.0,1.0,2.0,2021-12,S02001578,2,2,1,1,16
33,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.33333333333333,31.0,0.0,3.0,2022-01,S02001578,2,2,1,1,16
34,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,28.0,28.0,0.0,3.0,2022-02,S02001578,1,1,1,1,16
35,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,3.0,2022-03,S02001578,1,1,1,1,16
36,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,29.33333333333333,30.0,0.0,3.0,2022-04,S02001578,1,1,1,1,16
37,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,1.0,2022-05,S02001578,1,1,1,1,16
38,0.1666666666666666,0.1666666666666666,2.0,2.0,2.5,3.0,230.0,282.0,92.0,94.0,5.0,5.0,30.0,30.0,1.0,1.0,2022-06,S02001578,1,1,1,1,16
39,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.0,30.0,0.0,1.0,2021-06,S02001579,2,2,2,2,16
40,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,29.0,29.0,0.0,1.0,2021-07,S02001579,2,2,2,2,16
41,0.1249999999999999,0.2333333333333333,2.0,3.0,1.875,3.0,164.25,289.0,87.6,128.0,3.75,7.0,30.0,30.0,3.0,4.0,2021-06,S02001580,7,7,7,7,26
42,0.4838709677419355,0.967741935483871,2.6666666666666665,5.0,5.5,28.0,416.25,2450.0,75.68181818181819,90.0,15.0,30.0,31.0,31.0,3.0,3.0,2021-07,S02001580,7,7,7,6,26
43,0.6989247311827956,1.0,4.333333333333333,6.0,5.0,18.0,536.8461538461538,1620.0,107.36923076923075,176.0,21.666666666666668,31.0,31.0,31.0,3.0,3.0,2021-08,S02001580,7,7,7,7,26
44,0.6333333333333333,1.0,0.3333333333333333,1.0,30.0,30.0,1500.0,1500.0,50.0,50.0,19.0,30.0,30.0,30.0,3.0,3.0,2021-09,S02001580,6,6,6,6,26
45,0.2096774193548387,0.3870967741935484,2.25,7.0,2.888888888888889,12.0,213.12121212121207,1129.090909090909,73.77272727272727,100.0,6.5,12.0,31.0,31.0,3.0,4.0,2021-10,S02001580,6,6,6,5,26
46,0.2166666666666666,0.5,2.0,7.0,2.0,6.0,104.375,300.0,52.1875,75.0,6.5,15.0,30.0,30.0,3.0,4.0,2021-11,S02001580,6,4,4,4,26
47,0.4354838709677419,0.935483870967742,2.5,6.0,5.4,29.0,457.6441176470588,2948.441176470588,84.74891067538127,150.0,13.5,29.0,31.0,31.0,4.0,4.0,2021-12,S02001580,6,5,4,4,26
48,0.2661290322580645,1.0,1.25,3.0,6.6,29.0,387.6,1624.0,58.72727272727273,100.0,8.25,31.0,31.0,31.0,2.0,4.0,2022-01,S02001580,6,5,5,4,26
49,0.25,1.0,0.25,1.0,10.0,10.0,560.0,560.0,56.0,56.0,2.5,10.0,23.5,28.0,1.0,4.0,2022-02,S02001580,5,5,5,4,26
50,0.0483870967741935,0.0967741935483871,1.5,3.0,1.0,1.0,90.0,90.0,90.0,90.0,1.5,3.0,31.0,31.0,1.0,2.0,2022-03,S02001580,6,6,6,4,26
51,0.0999999999999999,0.3,0.6666666666666666,2.0,4.5,8.0,405.0,720.0,90.0,90.0,3.0,9.0,21.33333333333333,30.0,1.0,3.0,2022-04,S02001580,6,6,4,3,26
52,0.118279569892473,0.1935483870967742,1.3333333333333333,2.0,2.5,5.0,235.0,450.0,94.0,100.0,3.6666666666666665,6.0,31.0,31.0,3.0,3.0,2022-05,S02001580,7,6,5,5,26
53,0.175,0.5666666666666667,1.5,4.0,3.5,9.0,380.1666666666667,795.0,108.61904761904762,222.0,5.25,17.0,29.5,30.0,3.0,4.0,2022-06,S02001580,7,6,6,5,26
54,0.237844611528822,0.631578947368421,2.142857142857143,5.0,2.8666666666666667,9.0,344.3333333333333,1260.0,120.11627906976744,150.0,6.142857142857143,12.0,27.428571428571427,30.0,5.0,7.0,2021-06,S02001581,8,8,6,6,26
55,0.2396313364055299,0.5806451612903226,2.857142857142857,11.0,2.6,9.0,282.6,1260.0,108.6923076923077,140.0,7.428571428571429,18.0,29.0,31.0,5.0,7.0,2021-07,S02001581,9,9,6,4,26
56,0.2488302699648639,0.5483870967741935,2.2857142857142856,5.0,3.1875,7.0,346.125,910.0,108.58823529411764,250.0,7.285714285714286,17.0,26.571428571428573,31.0,6.0,7.0,2021-08,S02001581,6,5,5,4,26
57,0.1166666666666666,0.6333333333333333,1.0,5.0,3.5,7.0,827.9270833333334,1855.0,236.55059523809524,265.0,3.5,19.0,29.166666666666668,30.0,2.0,6.0,2021-09,S02001581,7,3,3,3,26
58,0.1959378733572282,1.0,0.6666666666666666,2.0,8.5,28.0,2197.25,7330.0,258.5,360.0,5.666666666666667,31.0,27.33333333333333,31.0,3.0,6.0,2021-10,S02001581,6,3,3,3,26
59,0.2,0.9666666666666668,0.4,1.0,15.0,29.0,3912.5,7685.0,260.8333333333333,265.0,6.0,29.0,30.0,30.0,2.0,5.0,2021-11,S02001581,7,6,3,3,26
60,0.2680645161290322,0.9166666666666666,1.4,2.0,3.142857142857143,7.0,346.57142857142856,600.0,110.27272727272728,300.0,4.4,11.0,24.0,31.0,4.0,5.0,2021-12,S02001581,7,6,5,3,26
61,0.1042183622828784,0.3846153846153846,0.5,1.0,3.0,5.0,245.0,350.0,81.66666666666667,140.0,1.5,5.0,26.5,31.0,2.0,4.0,2022-01,S02001581,4,3,2,2,26
62,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,19.5,28.0,0.0,4.0,2022-02,S02001581,5,3,3,3,26
63,0.0096153846153846,0.0769230769230769,0.125,1.0,2.0,2.0,260.0,260.0,130.0,130.0,0.25,2.0,25.125,31.0,1.0,8.0,2022-03,S02001581,5,4,3,3,26
64,0.0476190476190476,0.2333333333333333,0.2857142857142857,1.0,5.0,7.0,576.3,915.6,115.26,134.0,1.4285714285714286,7.0,28.285714285714285,30.0,2.0,7.0,2022-04,S02001581,7,4,4,4,26
65,0.0300751879699248,0.2105263157894736,0.1428571428571428,1.0,4.0,4.0,300.0,300.0,75.0,75.0,0.5714285714285714,4.0,29.285714285714285,31.0,1.0,7.0,2022-05,S02001581,8,5,4,3,26
66,0.0619047619047619,0.4333333333333333,0.2857142857142857,2.0,6.5,7.0,958.0,1120.0,147.3846153846154,160.0,1.8571428571428568,13.0,23.0,30.0,1.0,7.0,2022-06,S02001581,7,4,3,2,26
67,0.3277777777777778,0.5666666666666667,3.333333333333333,5.0,2.7,8.0,190.33333333333331,613.3333333333334,70.49382716049384,83.0,9.0,17.0,26.666666666666668,30.0,3.0,3.0,2021-06,S02001583,4,3,2,2,28
68,0.086021505376344,0.1935483870967742,1.3333333333333333,2.0,2.0,4.0,130.5,288.0,65.25,72.0,2.6666666666666665,6.0,31.0,31.0,2.0,3.0,2021-07,S02001583,3,1,1,1,28
69,0.3380645161290322,0.7741935483870968,2.0,3.0,5.0,12.0,397.0,1056.0,79.4,88.0,10.0,24.0,29.0,31.0,2.0,3.0,2021-08,S02001583,3,1,1,1,28
70,0.2833333333333333,0.5,1.0,1.0,2.0,2.0,135.0,180.0,67.5,90.0,2.0,2.0,17.0,30.0,2.0,2.0,2021-09,S02001583,1,1,1,1,28
71,0.1612903225806451,0.1612903225806451,2.0,2.0,2.5,3.0,245.0,294.0,98.0,98.0,5.0,5.0,31.0,31.0,1.0,1.0,2021-10,S02001583,1,1,1,1,28
72,0.1333333333333333,0.1333333333333333,1.0,1.0,4.0,4.0,396.0,396.0,99.0,99.0,4.0,4.0,30.0,30.0,1.0,1.0,2021-11,S02001583,1,1,1,1,28
73,0.0967741935483871,0.0967741935483871,1.0,1.0,3.0,3.0,297.0,297.0,99.0,99.0,3.0,3.0,31.0,31.0,1.0,1.0,2021-12,S02001583,2,1,1,1,28
74,0.4838709677419355,0.4838709677419355,3.0,3.0,5.0,6.0,506.0,627.0,101.2,110.0,15.0,15.0,31.0,31.0,1.0,1.0,2022-01,S02001583,2,1,1,1,28
75,0.5,0.5,2.0,2.0,7.0,10.0,669.0,958.0,95.57142857142856,99.0,14.0,14.0,28.0,28.0,1.0,1.0,2022-02,S02001583,3,2,2,1,28
76,0.1290322580645161,0.1290322580645161,1.0,1.0,4.0,4.0,396.0,396.0,99.0,99.0,4.0,4.0,31.0,31.0,1.0,1.0,2022-03,S02001583,3,2,2,2,28
77,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.0,30.0,0.0,1.0,2022-04,S02001583,3,2,1,1,28
78,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,1.0,2022-05,S02001583,3,2,1,1,28
79,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,17.0,30.0,0.0,2.0,2022-06,S02001583,3,2,2,1,28
80,0.146551724137931,0.5862068965517241,1.25,5.0,3.4,10.0,149.2,450.0,43.88235294117647,45.0,4.25,17.0,29.75,30.0,1.0,4.0,2021-06,S02001585,4,4,2,2,29
81,0.2258064516129032,0.9032258064516128,0.5,2.0,14.0,26.0,570.0,1059.0,40.71428571428572,43.0,7.0,28.0,31.0,31.0,1.0,4.0,2021-07,S02001585,3,2,2,2,29
82,0.25,1.0,0.25,1.0,31.0,31.0,1249.0,1249.0,40.29032258064516,43.0,7.75,31.0,31.0,31.0,1.0,4.0,2021-08,S02001585,2,2,0,0,29
83,0.0446428571428571,0.1785714285714285,0.25,1.0,5.0,5.0,197.8333333333333,197.8333333333333,39.56666666666666,40.41666666666666,1.25,5.0,26.25,30.0,1.0,4.0,2021-09,S02001585,3,2,2,0,29
84,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,21.33333333333333,31.0,0.0,3.0,2021-10,S02001585,2,2,2,2,29
85,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.0,30.0,0.0,2.0,2021-11,S02001585,2,2,2,2,29
86,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,2.0,2021-12,S02001585,2,2,2,2,29
87,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,2.0,2022-01,S02001585,2,2,2,2,29
88,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,28.0,28.0,0.0,2.0,2022-02,S02001585,1,1,1,1,29
89,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,2.0,2022-03,S02001585,1,1,1,1,29
90,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.0,30.0,0.0,2.0,2022-04,S02001585,1,1,1,1,29
91,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,31.0,31.0,0.0,2.0,2022-05,S02001585,2,2,1,1,29
92,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.0,30.0,0.0,2.0,2022-06,S02001585,1,0,0,0,29
93,0.3,0.9,1.0,3.0,9.0,19.0,2174.333333333333,4849.0,241.59259259259255,379.0,9.0,27.0,30.0,30.0,1.0,3.0,2021-06,S02001586,3,3,2,1,21
